Campaign,Ad group,Month,Week,Search keyword,Search term,Currency code,Impr.,Clicks,Avg. CPC,CTR,Cost,Conv. value,Conversions,Conv. value / cost,Cost / conv.,Value / conv.
SS - Brand,General Terms,Mar-23,27/03/2023,clarityx dna reviews,clarityx dna test reviews,USD,6,3,0.83,50.00%,2.5,259.35,1,103.74,2.5,259.35
SS - Genetic Testing TROAS,antidepressants,Jan-23,9/01/2023,antidepressant genetic test,test to see which antidepressant works best for you,USD,2,1,1.73,50.00%,1.73,0,0,0, , 
SS - Competitors,Genesight,Apr-23,17/04/2023,genesight testing,genesight testing,USD,"1,781",285,3.11,16.00%,887.2,"1,967.58",5.82,2.22,152.36,337.89
SS - Genetic Testing TROAS,antidepressants,Apr-23,24/04/2023,genetic testing for antidepressants,antidepressant test,USD,1,1,2.5,100.00%,2.5,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenomic,Jan-23,16/01/2023,pharmacogenomic testing for antidepressants,antidepressant genetic test,USD,3,1,5.04,33.33%,5.04,0,0,0, , 
SS - Competitors,Genesight,Mar-23,6/03/2023,genesight testing,gene sight,USD,6,4,2.04,66.67%,8.17,0,0,0, , 
SS - Genetic Testing TROAS,medication,Mar-23,20/03/2023,genetic test for medication,genetic testing for medication near me,USD,18,1,4.48,5.56%,4.48,0,0,0, , 
SS - Genetic Testing - Sol8,mental health,Apr-23,17/04/2023,genetic testing for mental health medication,test to see what medications work for you,USD,6,2,3.77,33.33%,7.54,0,0,0, , 
SS - Genetic Testing - Sol8,mental health,Feb-23,30/01/2023,genetic testing for mental health medication,genetic testing to see what medications work,USD,2,2,2.9,100.00%,5.8,0,0,0, , 
SS - DNA Testing A,medication,May-23,8/05/2023,dna testing for medication efficacy,dna testing for medication efficacy,USD,7,1,1.42,14.29%,1.42,0,0,0, , 
SS - Genetic Testing TROAS,adhd,Apr-23,17/04/2023,adhd genetic testing,adhd genetic testing,USD,45,6,2.6,13.33%,15.59,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenomic,May-23,1/05/2023,pharmacogenomics testing,dna medication test,USD,6,2,6.46,33.33%,12.91,0,0,0, , 
SS - Competitors,Genesight,Jan-23,9/01/2023,genesight test,genesight psychotropic testing,USD,6,1,5.31,16.67%,5.31,0,0,0, , 
SS - Genetic Testing TROAS,depression,Apr-23,17/04/2023,genetic testing for depression meds,genetic testing ssri,USD,2,1,8.26,50.00%,8.26,0,0,0, , 
SS - DNA Testing A,Psych Meds,Jan-23,23/01/2023,dna testing for psychiatric drugs,antidepressant dna test,USD,3,1,3.3,33.33%,3.3,0,0,0, , 
SS - Genetic Testing TROAS,antidepressants,Mar-23,27/02/2023,genetic test for antidepressants,test to see which antidepressant works best,USD,9,1,4.4,11.11%,4.4,0,0,0, , 
SS - DNA Testing A,antidepressants,Jan-23,2/01/2023,dna test for antidepressants,genetic testing for ssri response,USD,3,3,2.6,100.00%,7.8,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenomic,Feb-23,30/01/2023,pharmacogenomic test,pharmacogenomics dna testing,USD,1,1,5.39,100.00%,5.39,0,0,0, , 
SS - DNA Testing A,medication,Jan-23,2/01/2023,dna test for medication,dna test for drugs,USD,2,1,3.22,50.00%,3.22,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenetic,Jan-23,30/01/2023,pharmacogenetic testing at home,pharmacogenomics testing at home,USD,4,2,3.63,50.00%,7.26,0,0,0, , 
SS - Competitors,Genesight,Mar-23,6/03/2023,genesight psychotropic test,genesight test reviews,USD,1,1,4.56,100.00%,4.56,0,0,0, , 
SS - DNA Testing B,Anxiety,Apr-23,17/04/2023,dna test for anxiety medication,dna mental health testing,USD,1,1,11.85,100.00%,11.85,0,0,0, , 
SS - Genetic Testing TROAS,medication,Apr-23,17/04/2023,genetic test for medication,genetic testing for best medication,USD,1,1,6.87,100.00%,6.87,0,0,0, , 
SS - Genetic Testing TROAS,adhd,Apr-23,17/04/2023,genetic testing for medication adhd,gene test adhd,USD,1,1,4.45,100.00%,4.45,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenetic,May-23,22/05/2023,pharmacogenetic tests,pharmacogenetic testing for adhd,USD,3,1,8.98,33.33%,8.98,0,0,0, , 
SS - DNA Testing A,medication,Apr-23,10/04/2023,dna medical testing for medications,dna test for medication effectiveness,USD,5,2,9.11,40.00%,18.22,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenomic,Apr-23,10/04/2023,pharmacogenomics testing,genetic testing medication,USD,8,2,21.59,25.00%,43.18,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenomic,Feb-23,6/02/2023,pharmacogenomics testing,pharmacogenomic tests,USD,12,1,4,8.33%,4,0,0,0, , 
SS - Brand,Trademark,May-23,1/05/2023,clarity x dna,clarity dna,USD,1,1,3.89,100.00%,3.89,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenetic,Apr-23,24/04/2023,pharmacogenetic testing for depression,genetic testing for depression medications,USD,1,1,4.72,100.00%,4.72,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenetic,Feb-23,27/02/2023,pharmacogenetics test,pharmacogenetic testing,USD,56,4,5.91,7.14%,23.65,0,0,0, , 
SS - Genetic Testing TROAS,antidepressants,Feb-23,13/02/2023,genetic testing for antidepressant response,genetic testing for mental health conditions,USD,1,1,6.6,100.00%,6.6,0,0,0, , 
SS - Genetic Testing TROAS,adhd,Apr-23,10/04/2023,genetic testing for medication adhd,genetic testing for adhd medications,USD,6,1,14.47,16.67%,14.47,0,0,0, , 
SS - Genetic Testing - Sol8,mental health,Jan-23,30/01/2023,genetic testing for mental health medication,mental illness genetic testing,USD,4,4,3.74,100.00%,14.94,0,0,0, , 
SS - DNA Testing A,medication,Jan-23,9/01/2023,dna test for medication,dna for medication,USD,2,1,2.69,50.00%,2.69,0,0,0, , 
SS - Genetic Testing TROAS,antidepressants,Mar-23,27/02/2023,genetic testing for antidepressants,genetic testing for antidepressants,USD,113,11,6.84,9.73%,75.27,299.25,1,3.98,75.27,299.25
SS - Competitors,Genesight,Jan-23,26/12/2022,genesight testing,genesight testing,USD,106,17,2.97,16.04%,50.41,0,0,0, , 
SS - Competitors,Genesight,May-23,1/05/2023,genesight testing,genesight testing at home,USD,3,1,4.04,33.33%,4.04,0,0,0, , 
SS - Genetic Testing TROAS,depression,Apr-23,10/04/2023,genetic testing for mental health meds,genetic testing for mental illness,USD,19,4,5.47,21.05%,21.89,0,0,0, , 
SS - Genetic Testing TROAS,adhd,Feb-23,27/02/2023,adhd genetic testing,adhd gene test,USD,6,1,1.42,16.67%,1.42,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenetic,Apr-23,3/04/2023,pharmacogenetic testing for depression,pharmacogenetic testing for depression,USD,4,2,5.18,50.00%,10.36,0,0,0, , 
SS - DNA Testing B,mental health,Apr-23,17/04/2023,Mental Health dna test,dna test for mental illness,USD,8,3,2.41,37.50%,7.23,0,0,0, , 
SS - Genetic Testing - Sol8,mental health,Jan-23,9/01/2023,genetic testing for mental health medication,genetic testing for medications,USD,14,1,4.59,7.14%,4.59,0,0,0, , 
SS - Genetic Testing TROAS,medication,Apr-23,27/03/2023,genetic test for medication,medication genetic testing,USD,5,1,2.57,20.00%,2.57,0,0,0, , 
SS - Genetic Testing TROAS,medication,Mar-23,6/03/2023,genetic test for medication,genetic testing for drugs,USD,2,1,5.81,50.00%,5.81,0,0,0, , 
SS - DNA Testing A,medication,Mar-23,13/03/2023,dna test for medication,dna testing for medical reasons,USD,10,2,6.39,20.00%,12.78,0,0,0, , 
SS - Brand,Trademark,Jan-23,30/01/2023,clarityx dna,clarityx dna,USD,6,4,1.03,66.67%,4.12,0,0,0, , 
SS - Genetic Testing TROAS,medication,Feb-23,6/02/2023,genetic medication testing,genetic testing for factor v leiden,USD,2,1,6.04,50.00%,6.04,0,0,0, , 
SS - Genetic Testing TROAS,antidepressants,May-23,8/05/2023,genetic testing for antidepressant response,gene site testing,USD,6,1,2.33,16.67%,2.33,0,0,0, , 
SS - DNA Testing B,mental health,Apr-23,17/04/2023,Mental Health dna test md,dna testing for anxiety medication,USD,1,1,6.02,100.00%,6.02,0,0,0, , 
SS - DNA Testing A,antidepressants,Jan-23,30/01/2023,dna test antidepressants,dna depression test,USD,1,1,2.24,100.00%,2.24,0,0,0, , 
SS - DNA Testing B,mental health,Mar-23,6/03/2023,Mental Health dna test,cheek swab for depression,USD,2,2,18.51,100.00%,37.01,0,0,0, , 
SS - Genetic Testing - Sol8,mental health,Feb-23,20/02/2023,genetic testing for mental health medication,genetic testing mental illness,USD,2,1,5.52,50.00%,5.52,0,0,0, , 
SS - Genetic Testing - Sol8,mental health,Apr-23,3/04/2023,genetic testing for mental health medication,cheek swab to determine medication,USD,2,1,4.36,50.00%,4.36,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenetic,Feb-23,30/01/2023,pharmacogenetic testing psychiatry,genetic testing for psychiatric medications,USD,2,1,4.8,50.00%,4.8,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenetic,Apr-23,3/04/2023,pharmacogenetics test,dna testing for medication,USD,4,1,3.29,25.00%,3.29,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenetic,May-23,22/05/2023,pharmacogenetics test,pharmacogenetics test,USD,8,1,3.66,12.50%,3.66,0,0,0, , 
SS - Genetic Testing TROAS,ssris,May-23,22/05/2023,ssri genetic testing,genetic testing for best ssri,USD,4,2,6.4,50.00%,12.8,0,0,0, , 
SS - Brand,Trademark,Jan-23,9/01/2023,ClarityX,clarity x reviews,USD,8,1,1.58,12.50%,1.58,0,0,0, , 
SS - DNA Testing B,mental health,Jan-23,23/01/2023,Mental Health dna test,genetic test schizophrenia,USD,1,1,1.4,100.00%,1.4,0,0,0, , 
SS - DNA Testing A,antidepressants,Feb-23,6/02/2023,dna test antidepressants,dna antidepressant test,USD,4,1,19.03,25.00%,19.03,0,0,0, , 
SS - DNA Testing A,antidepressants,Jan-23,9/01/2023,dna test antidepressants,dna test antidepressants,USD,7,2,2.09,28.57%,4.17,0,0,0, , 
SS - Genetic Testing - Sol8,mental health,Jan-23,30/01/2023,genetic testing for mental health medication,genetic testing for anxiety medication,USD,3,1,6.35,33.33%,6.35,0,0,0, , 
SS - Genetic Testing TROAS,ssris,Feb-23,13/02/2023,genetic testing for ssris,genetic testing for ssri,USD,9,3,3.44,33.33%,10.33,0,0,0, , 
SS - DNA Testing A,antidepressants,Jan-23,2/01/2023,dna test for antidepressants,genetic testing psychiatric medications,USD,6,1,9.77,16.67%,9.77,0,0,0, , 
SS - DNA Testing B,adhd,May-23,8/05/2023,ADHD dna test psychiatry,23 and me adhd,USD,1,1,2.39,100.00%,2.39,0,0,0, , 
SS - DNA Testing B,adhd,May-23,15/05/2023,ADHD dna test psychiatry,genetic testing for adhd,USD,6,2,2.98,33.33%,5.95,0,0,0, , 
SS - Brand,Trademark,May-23,15/05/2023,clarity x dna,clarity dna,USD,4,2,1.06,50.00%,2.12,0,0,0, , 
SS - Genetic Testing TROAS,depression,Feb-23,13/02/2023,genetic testing for mental health meds,genetic testing for mental illness,USD,19,1,2.37,5.26%,2.37,0,0,0, , 
SS - Genetic Testing - Sol8,schizophrenia,Apr-23,3/04/2023,genetic testing for schizophrenia medication,genetic testing for schizophrenia,USD,2,2,4.23,100.00%,8.46,0,0,0, , 
SS - DNA Testing A,Psych Meds,Jan-23,2/01/2023,dna testing for psychiatric drugs,dna testing for mental illness,USD,1,1,2.15,100.00%,2.15,0,0,0, , 
SS - DNA Testing B,mental health,May-23,22/05/2023,Mental Health dna test,genetic testing for psychiatric disorders,USD,4,1,6.08,25.00%,6.08,0,0,0, , 
SS - DNA Testing B,mental health,Feb-23,20/02/2023,Mental Health dna test,genetic testing for psych drugs,USD,1,1,3.43,100.00%,3.43,0,0,0, , 
SS - Genetic Testing - Sol8,mental health,Mar-23,20/03/2023,genetic testing for mental health medication,genetic testing for adhd medications,USD,10,1,4.26,10.00%,4.26,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenomic,Feb-23,6/02/2023,pharmacogenomic test,pharmacogenic testing,USD,3,1,2.32,33.33%,2.32,0,0,0, , 
SS - Genetic Testing TROAS,antidepressants,May-23,15/05/2023,genetic testing for antidepressants,gene testing for antidepressant,USD,2,1,6.45,50.00%,6.45,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenomic,Mar-23,6/03/2023,pharmacogenomic testing,pharmacogenomics testing companies,USD,3,1,8.8,33.33%,8.8,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenetic,May-23,22/05/2023,pharmacogenetics test,dna testing medication,USD,1,1,8.74,100.00%,8.74,0,0,0, , 
SS - Genetic Testing TROAS,depression,Apr-23,17/04/2023,genetic testing for mental health meds,mental health medication test,USD,3,1,16.36,33.33%,16.36,0,0,0, , 
SS - Genetic Testing - Sol8,mental health,Mar-23,20/03/2023,genetic testing for mental health medication,blood test for anxiety medication,USD,7,1,4.46,14.29%,4.46,0,0,0, , 
SS - Genetic Testing TROAS,ssris,Apr-23,27/03/2023,genetic testing for ssris,genetic test for ssri,USD,1,1,6.42,100.00%,6.42,0,0,0, , 
SS - Genetic Testing TROAS,adhd,Jan-23,16/01/2023,adhd genetic testing,adhd genetic testing,USD,40,1,8.84,2.50%,8.84,0,0,0, , 
SS - DNA Testing A,Psych Meds,Mar-23,27/03/2023,dna testing for psychiatric drugs,gene psych testing,USD,7,2,3.59,28.57%,7.18,0,0,0, , 
SS - DNA Testing A,antidepressants,Mar-23,27/02/2023,dna test antidepressants,dna testing for ssris,USD,1,1,12.74,100.00%,12.74,0,0,0, , 
SS - Genetic Testing TROAS,depression,May-23,15/05/2023,genetic testing depression,genetic testing depression,USD,7,1,4.26,14.29%,4.26,0,0,0, , 
SS - Genetic Testing TROAS,depression,Mar-23,20/03/2023,genetic testing depression,depression genetic testing,USD,8,2,3.61,25.00%,7.22,0,0,0, , 
SS - Genetic Testing TROAS,antidepressants,Mar-23,27/02/2023,genetic testing antidepressants,test to determine best antidepressant,USD,1,1,3.42,100.00%,3.42,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenomic,Mar-23,27/03/2023,pharmacogenomics testing,genetic testing for medication,USD,24,4,4.31,16.67%,17.23,0,0,0, , 
SS - Genetic Testing - Sol8,mental health,Apr-23,3/04/2023,genetic testing for mental health medication,geneight,USD,1,1,1.18,100.00%,1.18,0,0,0, , 
SS - Genetic Testing TROAS,medication,Feb-23,20/02/2023,genetic testing for medication,genetic testing for medication,USD,175,13,6.95,7.43%,90.4,673.5,2,7.45,45.2,336.75
SS - Genetic Testing TROAS,antidepressants,Feb-23,27/02/2023,genetic testing for depression medicine,genetic testing for depression medicine,USD,2,1,3.66,50.00%,3.66,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenetic,Mar-23,27/03/2023,pharmacogenetics test,pharmacogenomics test,USD,6,1,3,16.67%,3,0,0,0, , 
SS - DNA Testing A,Psych Meds,Jan-23,2/01/2023,dna testing for psychiatric drugs,gene testing for mental health,USD,3,1,1.73,33.33%,1.73,0,0,0, , 
SS - Genetic Testing TROAS,medication,May-23,8/05/2023,genetic testing for medication efficacy,genetic testing for medication efficacy,USD,35,3,4.69,8.57%,14.06,0,0,0, , 
SS - Genetic Testing TROAS,medication,Mar-23,20/03/2023,genetic testing for medication,genetic testing for medication,USD,258,29,4.67,11.24%,135.32,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenomic,Jan-23,23/01/2023,pharmacogenomic test,drug gene testing,USD,1,1,2.64,100.00%,2.64,0,0,0, , 
SS - DNA Testing B,Anxiety,Apr-23,3/04/2023,Anxiety dna test,genetic testing for anxiety medication,USD,1,2,22.47,200.00%,44.94,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenetic,Apr-23,24/04/2023,pharmacogenetics test,pharmacogenetic testing,USD,236,26,3.87,11.02%,100.75,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenomic,May-23,22/05/2023,pharmacogenomics testing,genetic test for medication compatibility,USD,3,1,5.12,33.33%,5.12,0,0,0, , 
SS - DNA Testing A,antidepressants,May-23,15/05/2023,dna test for antidepressants,dna testing for depression medicine,USD,1,1,7.44,100.00%,7.44,0,0,0, , 
SS - DNA Testing A,antidepressants,Feb-23,6/02/2023,dna test for antidepressants,dna test antidepressant,USD,1,1,10.01,100.00%,10.01,0,0,0, , 
SS - Brand,Trademark,Feb-23,30/01/2023,clarityx dna test,clarity x dna test reviews,USD,6,4,6.61,66.67%,26.45,0,0,0, , 
SS - DNA Testing A,medication,Apr-23,10/04/2023,dna test for medication,dna swab test for medication,USD,1,1,3.01,100.00%,3.01,299.25,1,99.42,3.01,299.25
SS - Pharmacogenetic,Pharmacogenetic,May-23,8/05/2023,pharmacogenetics testing,pharmacogenomics testing at home,USD,2,1,6.54,50.00%,6.54,0,0,0, , 
SS - DNA Testing A,antidepressants,Apr-23,3/04/2023,dna test antidepressants,dna testing for antidepressant drugs,USD,3,1,15.13,33.33%,15.13,0,0,0, , 
SS - Genetic Testing - Sol8,mental health,Feb-23,6/02/2023,genetic testing for mental health medication,genetic mental health testing,USD,1,1,7.41,100.00%,7.41,0,0,0, , 
SS - DNA Testing A,medication,Feb-23,13/02/2023,dna medical testing for medications,testing for medication,USD,1,1,8.81,100.00%,8.81,0,0,0, , 
SS - Genetic Testing TROAS,antidepressants,Apr-23,24/04/2023,antidepressant genetic test,antidepressant genetic test,USD,32,8,4.24,25.00%,33.93,558.6,2,16.46,16.97,279.3
SS - Genetic Testing TROAS,bipolar,Feb-23,13/02/2023,genetic testing for bipolar medication,genetic testing for bipolar,USD,7,2,3.07,28.57%,6.13,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenetic,Jan-23,30/01/2023,pharmacogenetics testing,pharmacogenetic testing,USD,75,2,2.74,2.67%,5.47,0,0,0, , 
SS - Genetic Testing TROAS,adhd,Mar-23,6/03/2023,genetic testing for adhd medication,genetic test for adhd,USD,2,1,2.31,50.00%,2.31,0,0,0, , 
SS - Competitors,Genesight,Apr-23,10/04/2023,genesight test,genesigth,USD,1,1,2.76,100.00%,2.76,0,0,0, , 
SS - Competitors,Genesight,Apr-23,27/03/2023,genesight reviews,genesight reviews,USD,32,1,8.24,3.13%,8.24,0,0,0, , 
SS - Genetic Testing TROAS,medication,Feb-23,20/02/2023,genetic test for medication,genetic testing for medications,USD,32,4,6.32,12.50%,25.29,0,0,0, , 
SS - Genetic Testing TROAS,medication,Feb-23,20/02/2023,genetic test for medication,medication genetic testing,USD,22,2,6.41,9.09%,12.82,0,0,0, , 
SS - Genetic Testing - Sol8,mental health,Apr-23,24/04/2023,genetic testing for mental health medication,genetic tests for mental illness,USD,3,2,4.98,66.67%,9.96,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenomic,Feb-23,20/02/2023,pharmacogenomic test,pharmacogenetic testing adhd,USD,3,1,3.03,33.33%,3.03,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenomic,Feb-23,30/01/2023,pharmacogenomic test,pharmacogenomic tests,USD,8,3,4.44,37.50%,13.33,0,0,0, , 
SS - Genetic Testing TROAS,antidepressants,Mar-23,6/03/2023,genetic testing for antidepressant response,genetic swab test for medication,USD,1,1,6.39,100.00%,6.39,0,0,0, , 
SS - Genetic Testing TROAS,medication,May-23,1/05/2023,genetic medication testing,genetic testing for anxiety medication,USD,9,1,1.94,11.11%,1.94,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenomic,Jan-23,23/01/2023,pharmacogenomic testing for antidepressants,pharmacogenomic testing for antidepressants,USD,20,2,3.06,10.00%,6.12,0,0,0, , 
SS - Genetic Testing - Sol8,mental health,Feb-23,13/02/2023,genetic testing for mental health medication,gene testing antidepressants,USD,1,1,6.61,100.00%,6.61,0,0,0, , 
SS - Competitors,Genesight,Mar-23,27/02/2023,genesight test,genesight medication testing,USD,4,2,5.76,50.00%,11.52,0,0,0, , 
SS - Competitors,Genesight,Feb-23,20/02/2023,genesight test,genesight,USD,720,59,2.51,8.19%,147.8,0,0,0, , 
SS - Genetic Testing TROAS,medication,May-23,22/05/2023,genetic test for medication,gene testing for medication near me,USD,2,1,4,50.00%,4,0,0,0, , 
SS - Genetic Testing TROAS,medication,Apr-23,24/04/2023,genetic test for medication,genetic testing medications,USD,2,1,5.46,50.00%,5.46,0,0,0, , 
SS - DNA Testing B,adhd,Apr-23,10/04/2023,dna swab test for ADHD medication,genetic testing for adhd medications,USD,16,6,4.28,37.50%,25.7,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenetic,Mar-23,13/03/2023,pharmacogenetic testing for depression,pharmacogenetic testing for depression,USD,15,1,0.82,6.67%,0.82,0,0,0, , 
SS - Genetic Testing - Sol8,mental health,Feb-23,6/02/2023,genetic testing for mental health medication,genetic testing for psychological disorders,USD,2,1,4.71,50.00%,4.71,0,0,0, , 
