Campaign,Month,Week,Search keyword,Search term,Currency code,Impr.,Clicks,Cost,Conv. value,Conversions,Conv. value / cost,Cost / conv.,Value / conv.
SS - Genetic Testing - Sol8,May-23,15/05/2023,genetic testing for mental health medication,genetic testing bipolar disorder,USD,2,1,4.26,0,0,0, --, --
SS - DNA Testing A,Feb-23,6/02/2023,dna testing for psychiatric drugs,genetic testing for mental health medications,USD,3,1,3.35,0,0,0, --, --
SS - Genetic Testing TROAS,Apr-23,17/04/2023,genetic testing for antidepressant response,test to see what medications work for you,USD,1,1,2.93,0,0,0, --, --
SS - DNA Testing A,Mar-23,13/03/2023,dna test for antidepressants,genetic testing antidepressants,USD,2,1,9.96,0,0,0, --, --
SS - DNA Testing A,Mar-23,6/03/2023,dna test for medication,dna testing for pain medication,USD,1,1,8.68,0,0,0, --, --
SS - Genetic Testing TROAS,Feb-23,20/02/2023,antidepressant genetic test,antidepressant genetic test,USD,17,3,16.03,0,0,0, --, --
SS - Genetic Testing - Sol8,Apr-23,3/04/2023,genetic testing for mental health medication,genetic testing for bipolar,USD,1,1,4.48,0,0,0, --, --
SS - DNA Testing B,Apr-23,24/04/2023,Mental Health dna test,dna test for mental illness,USD,3,1,4.58,0,0,0, --, --
SS - Pharmacogenetic,Jan-23,26/12/2022,pharmacogenetic tests,gene test for medication,USD,1,1,4.86,0,0,0, --, --
SS - Brand,Apr-23,24/04/2023,clarityx dna reviews,clarity x reviews,USD,5,3,16.47,0,0,0, --, --
SS - Genetic Testing TROAS,Apr-23,17/04/2023,genetic testing for antidepressant response,saliva test depression,USD,2,1,6.77,0,0,0, --, --
SS - DNA Testing A,Mar-23,27/03/2023,dna test for medication,genetic testing for psychiatric medications,USD,1,1,5.01,0,0,0, --, --
SS - DNA Testing B,Apr-23,17/04/2023,dna swab test for anxiety medication,genetic testing for anxiety medication,USD,3,1,10.86,0,0,0, --, --
SS - Pharmacogenetic,Jan-23,9/01/2023,pharmaco genetic testing,dna testing for medication,USD,4,1,6.3,0,0,0, --, --
SS - Pharmacogenetic,Jan-23,23/01/2023,pharmacogenetics testing,blood test to see what medications work,USD,7,1,1.8,0,0,0, --, --
SS - DNA Testing B,Jan-23,26/12/2022,Mental Health dna test,can genetic testing detect mental illness,USD,1,1,3.39,0,0,0, --, --
SS - DNA Testing B,Mar-23,6/03/2023,Mental Health dna test,genetic testing antidepressants,USD,1,1,11.39,0,0,0, --, --
SS - DNA Testing A,Feb-23,6/02/2023,dna test antidepressants,genetic test for depression,USD,5,2,6.3,0,0,0, --, --
SS - Brand,Apr-23,10/04/2023,clarityx dna,clarityx dna,USD,12,5,11.95,0,0,0, --, --
SS - DNA Testing A,Apr-23,3/04/2023,dna test for medication,dna swab test for medication,USD,1,2,13.16,0,0,0, --, --
SS - Pharmacogenetic,Apr-23,10/04/2023,pharmacogenetic testing for depression,pharmacogenetic testing for depression,USD,9,2,44.5,0,0,0, --, --
SS - Genetic Testing TROAS,May-23,8/05/2023,genetic testing for antidepressants,genetic test to determine best antidepressant,USD,6,1,3.63,0,0,0, --, --
SS - Pharmacogenetic,Jan-23,23/01/2023,best pharmacogenetic testing,best pharmacogenetic testing companies,USD,21,1,5.3,0,0,0, --, --
SS - Pharmacogenetic,Mar-23,27/03/2023,pharmacogenetics test,pharmacogenetic testing,USD,253,30,92.39,299.25,1,3.24,92.39,299.25
SS - Pharmacogenetic,Apr-23,17/04/2023,pharmacogenetics,pharmacogenomics testing at home,USD,2,1,2.54,0,0,0, --, --
SS - Pharmacogenetic,Mar-23,20/03/2023,pharmacogenomics testing,dna test for drug compatibility,USD,4,1,4.72,0,0,0, --, --
SS - Brand,Apr-23,10/04/2023,ClarityX,clarity x,USD,1,1,0.32,0,0,0, --, --
SS - Genetic Testing TROAS,Apr-23,17/04/2023,genetic test for medication,genetic test for medication,USD,26,2,17.02,374.25,1,21.99,17.02,374.25
SS - Genetic Testing TROAS,Feb-23,6/02/2023,genetic test for medication,genetic testing for medication effectiveness,USD,20,3,15.67,0,0,0, --, --
SS - Genetic Testing TROAS,Jan-23,26/12/2022,genetic medication testing,mako genetic testing,USD,1,1,2,0,0,0, --, --
SS - Pharmacogenetic,Mar-23,13/03/2023,pharmacogenetics test,dna swab for medication,USD,1,1,1.79,0,0,0, --, --
SS - Pharmacogenetic,May-23,22/05/2023,pharmacogenetics,pharmacogenetic,USD,24,4,10.78,0,0,0, --, --
SS - DNA Testing B,Mar-23,20/03/2023,depression dna test cheek swab,swab test for antidepressants,USD,2,1,10.78,0,0,0, --, --
SS - DNA Testing B,Mar-23,27/03/2023,Mental Health dna test,dna testing for antidepressants,USD,2,1,6.72,0,0,0, --, --
SS - Pharmacogenetic,Feb-23,30/01/2023,pharmacogenomic testing for antidepressants,dna test for ssri,USD,1,1,9.44,0,0,0, --, --
SS - Genetic Testing TROAS,Feb-23,20/02/2023,genetic testing for mental health meds,genetic testing anxiety medication,USD,1,1,9.1,0,0,0, --, --
SS - DNA Testing A,Apr-23,17/04/2023,dna medical testing for medications,test to see what medications work for you,USD,2,1,4.52,0,0,0, --, --
SS - Genetic Testing TROAS,Jan-23,30/01/2023,adhd genetic testing,genetic testing for adhd near me,USD,5,2,13.65,299.25,1,21.92,13.65,299.25
SS - DNA Testing A,Mar-23,20/03/2023,dna test for medication,dna test for medication,USD,62,9,59.05,0,0,0, --, --
SS - Genetic Testing - Sol8,May-23,8/05/2023,genetic testing for mental health medication,genetic testing mental health,USD,3,1,2.31,0,0,0, --, --
SS - Genetic Testing TROAS,Apr-23,17/04/2023,genetic test for antidepressants,antidepressant cheek swab,USD,1,1,2.99,0,0,0, --, --
SS - Genetic Testing TROAS,Apr-23,3/04/2023,genetic test for antidepressants,genetic test for antidepressants,USD,90,15,90.72,0,0,0, --, --
SS - Genetic Testing TROAS,Feb-23,20/02/2023,genetic testing for ocd medication,genetic testing for ocd medication,USD,1,1,2.43,0,0,0, --, --
SS - Genetic Testing TROAS,May-23,15/05/2023,genetic testing for antidepressants,antidepressant test,USD,8,2,27.12,374.25,1,13.8,27.12,374.25
SS - Genetic Testing TROAS,Feb-23,13/02/2023,genetic testing for antidepressants,lab test for antidepressants,USD,2,1,6.49,0,0,0, --, --
SS - DNA Testing A,Mar-23,27/03/2023,dna medical testing for medications,genetic testing medication metabolism,USD,2,1,17.03,0,0,0, --, --
SS - DNA Testing A,Jan-23,9/01/2023,dna test for medication,dna test for medication,USD,39,5,25.02,0,0,0, --, --
SS - Pharmacogenetic,May-23,1/05/2023,pharmacogenetics testing,pharmacogenetic test,USD,4,1,2.47,0,0,0, --, --
SS - Pharmacogenetic,Apr-23,17/04/2023,pharmacogenetics testing,pharmacogenetic testing,USD,129,15,34.63,0,0,0, --, --
SS - DNA Testing A,May-23,8/05/2023,dna medications,medication dna testing,USD,1,1,6.28,0,0,0, --, --
SS - Genetic Testing - Sol8,Apr-23,17/04/2023,genetic testing for mental health medication,genetic testing to find out what medications work,USD,6,3,11.69,0,0,0, --, --
SS - Genetic Testing TROAS,Mar-23,6/03/2023,genetic test for medication,genetic testing to see what medications work,USD,11,2,10.47,0,0,0, --, --
SS - DNA Testing A,Feb-23,20/02/2023,dna test antidepressants,saliva test for antidepressants,USD,7,1,3.39,0,0,0, --, --
SS - Pharmacogenetic,Mar-23,27/03/2023,pharmacogenetics test,pgx test,USD,10,1,2.05,0,0,0, --, --
SS - Pharmacogenetic,Jan-23,2/01/2023,pharmacogenomic testing,pharmacogenomics testing at home,USD,3,3,13.32,0,0,0, --, --
SS - Pharmacogenetic,Mar-23,27/03/2023,pharmacogenomics testing,genetic medication testing,USD,3,1,1.6,0,0,0, --, --
SS - Pharmacogenetic,Mar-23,20/03/2023,pharmacogenetics testing,pharmacogenetic testing,USD,197,13,34.39,0,0,0, --, --
SS - Brand,Apr-23,10/04/2023,clarityx dna,clairty x,USD,1,1,0.79,0,0,0, --, --
SS - Pharmacogenetic,Apr-23,3/04/2023,pharmacogenetic testing for depression,blood test to see what antidepressant will work,USD,1,1,5.68,0,0,0, --, --
SS - DNA Testing A,Jan-23,23/01/2023,dna test for medication,genetic testing to find out what medications work,USD,2,1,4.55,0,0,0, --, --
SS - Brand,Apr-23,17/04/2023,clarity x dna reviews,clarity x dna reviews,USD,7,1,2.06,0,0,0, --, --
SS - Genetic Testing TROAS,Apr-23,10/04/2023,genetic testing for mental health meds,genetic mental health testing,USD,1,1,8.24,0,0,0, --, --
SS - Genetic Testing TROAS,Feb-23,6/02/2023,genetic medication testing,cyp450 genetic testing,USD,4,2,8.31,299.25,1,36.01,8.31,299.25
SS - Genetic Testing TROAS,Feb-23,13/02/2023,genetic testing for medication adhd,genetic testing for medication adhd,USD,5,1,13.69,0,0,0, --, --
SS - DNA Testing B,Feb-23,20/02/2023,Mental Health dna test,dna testing for antidepressant drugs,USD,2,1,3.66,0,0,0, --, --
SS - Pharmacogenetic,Mar-23,6/03/2023,pharmacogenetics test,dna for medication,USD,5,1,1.91,0,0,0, --, --
SS - Pharmacogenetic,Mar-23,27/02/2023,pharmacogenetics testing,best pharmacogenetic testing companies,USD,5,2,9.68,0,0,0, --, --
SS - Pharmacogenetic,Mar-23,27/03/2023,pharmacogenetic testing for depression,test to determine which antidepressant,USD,1,1,3.68,0,0,0, --, --
SS - Genetic Testing TROAS,May-23,1/05/2023,ssri genetic testing,genetic testing for ssri,USD,3,1,9.08,0,0,0, --, --
SS - DNA Testing A,Feb-23,30/01/2023,dna test antidepressants,gene test for antidepressants,USD,2,1,3.38,0,0,0, --, --
SS - Genetic Testing - Sol8,May-23,1/05/2023,genetic testing for mental health medication,genetic testing for schizophrenia,USD,4,1,3.02,0,0,0, --, --
SS - Brand,Apr-23,17/04/2023,clarityx dna reviews,clarity x dna test reviews,USD,2,1,1.6,0,0,0, --, --
SS - Genetic Testing TROAS,Jan-23,26/12/2022,gene testing for medication,gene testing for medication,USD,16,1,4.01,0,0,0, --, --
SS - Pharmacogenetic,May-23,8/05/2023,pharmacogenomics testing,gene testing for medications,USD,8,2,16.67,0,0,0, --, --
SS - Competitors,Feb-23,6/02/2023,genesight test,the genesight test,USD,2,1,5.41,0,0,0, --, --
SS - DNA Testing A,Mar-23,27/03/2023,dna testing for psychiatric drugs,genetic psychiatric testing,USD,1,1,7.82,0,0,0, --, --
SS - DNA Testing A,Feb-23,6/02/2023,dna testing for psychiatric drugs,genetic testing for best antidepressant,USD,2,1,5.57,0,0,0, --, --
SS - DNA Testing A,Mar-23,13/03/2023,dna testing for psychiatric drugs,genetic testing for ssri response,USD,2,1,3.08,0,0,0, --, --
SS - Genetic Testing TROAS,May-23,15/05/2023,genetic testing for antidepressants,gene testing for antidepressants,USD,13,1,8.71,0,0,0, --, --
SS - Genetic Testing TROAS,Apr-23,17/04/2023,genetic testing for antidepressants,gene test for antidepressants,USD,6,1,1.69,0,0,0, --, --
SS - Brand,Mar-23,13/03/2023,clarityx dna,clarity dna,USD,1,1,2.24,0,0,0, --, --
SS - DNA Testing A,Feb-23,30/01/2023,dna test for medication,medication dna test,USD,3,1,3.77,0,0,0, --, --
SS - DNA Testing B,Mar-23,6/03/2023,Mental Health dna test,dna mind test,USD,3,2,12.38,0,0,0, --, --
SS - DNA Testing B,Mar-23,27/02/2023,Mental Health dna test,genetic testing for bipolar disorder,USD,2,1,4.48,0,0,0, --, --
SS - Pharmacogenetic,May-23,15/05/2023,pharmacogenomic testing near me,pharmacogenomic testing near me,USD,7,1,3.02,0,0,0, --, --
SS - Competitors,Jan-23,9/01/2023,genesight test,genesight rx,USD,1,1,5.21,0,0,0, --, --
SS - Pharmacogenetic,Mar-23,27/02/2023,pharmacogenetic testing near me,pharmacogenetic testing near me,USD,19,1,1.72,0,0,0, --, --
SS - Genetic Testing TROAS,Apr-23,3/04/2023,genetic testing for mental health meds,genetic testing for mental illness,USD,12,1,7.7,0,0,0, --, --
SS - DNA Testing B,Jan-23,2/01/2023,dna swab test for ADHD medication,genetic testing for adhd medications,USD,13,2,8.86,0,0,0, --, --
SS - DNA Testing A,Mar-23,27/02/2023,dna test for medication,dna genetic testing for medications,USD,1,1,12.28,0,0,0, --, --
SS - DNA Testing A,Mar-23,27/03/2023,dna test for antidepressants,dna test for antidepressant,USD,5,2,11.73,0,0,0, --, --
SS - DNA Testing A,Apr-23,17/04/2023,dna test for medication,dna test for medications compatibility,USD,1,1,2.15,374.25,1,174.07,2.15,374.25
SS - DNA Testing A,Apr-23,10/04/2023,dna testing for psychiatric drugs,dna test for mental health,USD,3,1,5.47,0,0,0, --, --
SS - DNA Testing B,Mar-23,20/03/2023,Mental Health dna test,genetic testing for mood disorders,USD,3,1,5.1,0,0,0, --, --
SS - DNA Testing A,Mar-23,20/03/2023,dna medical testing for medications,genetic test for drug effectiveness,USD,1,1,7.75,0,0,0, --, --
SS - Genetic Testing TROAS,May-23,22/05/2023,genetic testing for antidepressant response,gene site testing,USD,9,1,0.65,0,0,0, --, --
SS - DNA Testing A,Feb-23,13/02/2023,dna test for antidepressants,dna test for antidepressants,USD,44,3,18.59,0,0,0, --, --
SS - Pharmacogenetic,Apr-23,24/04/2023,pharmacogenomic test,pharmacogenomic test,USD,24,2,5.56,324.35,1,58.34,5.56,324.35
SS - Genetic Testing TROAS,Mar-23,27/02/2023,genetic test for medication,drug compatibility test,USD,6,1,1.72,0,0,0, --, --
SS - Competitors,Jan-23,9/01/2023,genesight testing,genesight testing for adhd,USD,18,1,5.72,0,0,0, --, --
SS - Competitors,Feb-23,30/01/2023,genesight testing,genesight testing for antidepressants,USD,4,1,9.15,0,0,0, --, --
SS - Genetic Testing TROAS,Mar-23,6/03/2023,genetic test for medication,gene test for medication,USD,23,2,8.53,0,0,0, --, --
SS - Pharmacogenetic,Feb-23,30/01/2023,pharmacogenetics testing,pharmacogenetic testing,USD,84,5,21.13,0,0,0, --, --
SS - Genetic Testing - Sol8,Mar-23,6/03/2023,genetic testing for mental health medication,genetic testing mental health,USD,4,1,2.84,0,0,0, --, --
SS - Genetic Testing TROAS,Mar-23,20/03/2023,genetic medication testing,genetic testing mental health medication,USD,1,1,5.07,0,0,0, --, --
SS - Pharmacogenetic,Feb-23,6/02/2023,pharmacogenetic tests,medication gene testing,USD,1,1,1.71,0,0,0, --, --
SS - DNA Testing A,Apr-23,3/04/2023,dna test antidepressants,dna swab for antidepressant,USD,2,1,9.94,0,0,0, --, --
SS - Genetic Testing TROAS,Mar-23,13/03/2023,genetic testing for psychotropic medications,psychotropic test,USD,4,1,2.65,0,0,0, --, --
SS - DNA Testing B,Apr-23,3/04/2023,ADHD dna test psychiatry,genetic testing for adhd,USD,17,2,23.18,0,0,0, --, --
SS - DNA Testing B,Apr-23,10/04/2023,depression dna test swab,antidepressant gene test,USD,1,1,15.25,0,0,0, --, --
SS - DNA Testing A,Feb-23,6/02/2023,dna testing for psychiatric drugs,genetic test for psychiatric medications,USD,1,1,6.07,0,0,0, --, --
SS - Competitors,Apr-23,24/04/2023,genesight testing,genesight,USD,62,1,3.99,0,0,0, --, --
SS - Genetic Testing TROAS,Feb-23,20/02/2023,genetic test for medication,genetic test for medication,USD,19,3,18.49,0,0,0, --, --
SS - DNA Testing A,Feb-23,13/02/2023,blood test for antidepressant,serotonin blood test for depression,USD,7,1,4.81,0,0,0, --, --
SS - DNA Testing B,Apr-23,10/04/2023,dna test for anxiety medication,test for best antidepressant,USD,1,1,11.05,0,0,0, --, --
SS - Genetic Testing TROAS,Jan-23,16/01/2023,genetic testing for mental health meds,genetic testing to see what medications work,USD,2,3,11.23,0,0,0, --, --
SS - Genetic Testing TROAS,Jan-23,2/01/2023,genetic testing for mental health meds,swab test for mental illness medications,USD,3,1,2.08,0,0,0, --, --
SS - Genetic Testing TROAS,Apr-23,10/04/2023,best genetic testing for psychiatric medications,genetic psych testing,USD,1,1,4.22,0,0,0, --, --
SS - Genetic Testing TROAS,Apr-23,24/04/2023,best genetic testing for psychiatric medications,genetic testing psychiatric drugs,USD,1,1,3.77,0,0,0, --, --
SS - DNA Testing A,Mar-23,20/03/2023,dna medical testing for medications,genetic testing for adhd medications,USD,2,1,5.67,0,0,0, --, --
SS - DNA Testing A,Jan-23,23/01/2023,dna test for medication,genetic testing for drug efficacy,USD,1,1,6.76,0,0,0, --, --
SS - Brand,May-23,8/05/2023,clarity x dna,clarity dna,USD,3,3,12.31,0,0,0, --, --
SS - Genetic Testing TROAS,Mar-23,6/03/2023,genetic test for medication,genetic testing to find out what medications work,USD,2,1,6.78,0,0,0, --, --
SS - Genetic Testing - Sol8,Apr-23,17/04/2023,genetic testing for mental health medication,genetic testing to see what medications work,USD,5,1,7.34,0,0,0, --, --
SS - Pharmacogenetic,Feb-23,30/01/2023,pharmacogenomic testing for antidepressants,gene test for antidepressants,USD,3,1,4.93,0,0,0, --, --
SS - Pharmacogenetic,Feb-23,27/02/2023,pharmacogenomics testing near me,pharmacogenomics testing near me,USD,1,1,3.78,0,0,0, --, --
SS - Genetic Testing TROAS,Apr-23,27/03/2023,genetic testing antidepressants,genetic testing antidepressants,USD,4,2,8.69,0,0,0, --, --
SS - Competitors,Feb-23,13/02/2023,genesight psychotropic test,genesight dna test for antidepressants,USD,9,2,9.68,0,0,0, --, --
SS - Competitors,May-23,15/05/2023,genesight psychotropic test,genesight psychotropic test,USD,38,5,11.79,374.25,1,31.76,11.79,374.25
SS - Genetic Testing TROAS,May-23,8/05/2023,genetic testing for antidepressants,test to determine best antidepressant,USD,6,2,3.9,0,0,0, --, --
SS - Pharmacogenetic,Mar-23,27/02/2023,pharmacogenomics testing,genetic testing pharmacogenomics,USD,3,1,2.68,0,0,0, --, --
SS - Pharmacogenetic,Apr-23,17/04/2023,pharmacogenetics testing,pharmacogenetic testing psychiatry,USD,5,1,1.95,0,0,0, --, --
SS - DNA Testing A,Feb-23,6/02/2023,dna test for medication,dna antidepressant test,USD,1,1,14.29,0,0,0, --, --
SS - Competitors,Mar-23,6/03/2023,genesight test,genesight dna,USD,3,1,4.86,0,0,0, --, --
SS - Genetic Testing TROAS,Apr-23,27/03/2023,genetic testing for antidepressants,blood test to see what antidepressant will work,USD,1,1,1.93,0,0,0, --, --
SS - Competitors,May-23,1/05/2023,genesight testing,gene sight testing,USD,34,4,4.5,0,0,0, --, --
SS - DNA Testing B,Jan-23,2/01/2023,Mental Health dna test,genetic test for schizophrenia,USD,8,1,2.06,0,0,0, --, --
SS - Competitors,May-23,15/05/2023,genesight reviews,genesight reviews,USD,160,6,29.31,0,0,0, --, --
SS - Genetic Testing TROAS,Jan-23,30/01/2023,antidepressant genetic test,antidepressant genetic test,USD,7,3,12.22,0,0,0, --, --
SS - Pharmacogenetic,Jan-23,23/01/2023,pharmacogenomic testing,pharmacogenetic testing depression,USD,1,2,6.6,0,0,0, --, --
SS - Competitors,Apr-23,24/04/2023,genesight test,genesight dna test,USD,8,1,4.88,0,0,0, --, --
SS - DNA Testing A,Jan-23,9/01/2023,dna test for medication,dna test for medication effectiveness,USD,6,2,17.56,0,0,0, --, --
SS - DNA Testing A,Jan-23,16/01/2023,dna test for medication,gene testing for medication,USD,22,1,4.28,0,0,0, --, --
SS - Genetic Testing TROAS,Apr-23,17/04/2023,genetic testing for antidepressants,gene testing for mental health medications,USD,1,1,4.42,0,0,0, --, --
SS - Pharmacogenetic,Apr-23,10/04/2023,pharmacogenetics,pharmcogenetics,USD,1,1,10.96,0,0,0, --, --
